SK_ID_CURR,TARGET
100001,0.030641077
100005,0.09891519
100013,0.032231905
100028,0.04149177
100038,0.14756308
100042,0.05228827
100057,0.007362716
100065,0.013379215
100066,0.010344703
100067,0.10235598
100074,0.03679364
100090,0.024996458
100091,0.12344523
100092,0.06203545
100106,0.05036286
100107,0.10990843
100109,0.038904753
100117,0.014489961
100128,0.057658844
100141,0.021760713
100150,0.033930343
100168,0.011314831
100169,0.035320897
100170,0.17420216
100171,0.050091363
100172,0.07713553
100184,0.18537894
100187,0.095625296
100212,0.025145853
100222,0.038355246
100223,0.056761608
100232,0.009601636
100241,0.22105692
100245,0.022574136
100253,0.015006788
100256,0.08481188
100271,0.009461845
100278,0.22086301
100280,0.012192095
100306,0.18722095
100311,0.052593846
100312,0.020709854
100330,0.06329789
100331,0.021990092
100352,0.20677686
100358,0.11158347
100367,0.025631433
100382,0.07550116
100384,0.099065
100385,0.057307582
100386,0.023468984
100399,0.02475054
100404,0.023016153
100416,0.019295843
100422,0.03556983
100426,0.022960084
100438,0.025787925
100444,0.13951854
100445,0.11680455
100446,0.07790547
100447,0.015162581
100450,0.08724942
100466,0.016516786
100483,0.020272555
100484,0.01939428
100494,0.045200545
100510,0.1495754
100512,0.011450646
100517,0.02177693
100548,0.017699014
100551,0.042295553
100552,0.083829865
100553,0.013628333
100561,0.17147014
100568,0.3097266
100569,0.018556153
100591,0.08161193
100592,0.02977941
100602,0.035916936
100607,0.06560211
100613,0.029849092
100617,0.09423971
100618,0.071609505
100622,0.04447496
100625,0.13851851
100677,0.09583861
100699,0.042966828
100702,0.21521746
100711,0.029379675
100729,0.0683488
100740,0.23047657
100744,0.14641355
100745,0.029744947
100747,0.06744969
100751,0.3342142
100752,0.04779098
100753,0.15780087
100754,0.30046797
100760,0.028398063
100762,0.10010992
100763,0.030748777
100765,0.02358004
100770,0.0704473
100772,0.032835048
100777,0.02304677
100791,0.022455692
100792,0.01022394
100797,0.024491312
100823,0.029370172
100826,0.022103613
100830,0.018587442
100836,0.100557365
100872,0.03703625
100910,0.043594703
100913,0.08693761
100918,0.0208282
100931,0.010206197
100952,0.02754435
100953,0.01855387
100965,0.12406871
100970,0.023708452
100982,0.14254515
100983,0.2335214
100984,0.03389541
100987,0.045181133
100997,0.035098802
100998,0.24139684
101002,0.019729095
101005,0.1603589
101008,0.20727777
101020,0.034036983
101021,0.09150314
101024,0.032557167
101025,0.22503515
101026,0.03845122
101031,0.014692046
101041,0.010741652
101051,0.009631619
101055,0.06002801
101056,0.2034851
101057,0.022551835
101064,0.036823783
101079,0.061088484
101087,0.010072165
101090,0.016880313
101092,0.07519068
101097,0.16606419
101099,0.012027975
101107,0.21361482
101118,0.047057904
101125,0.09752797
101126,0.017116247
101128,0.00854284
101136,0.050147522
101140,0.18545839
101149,0.074525416
101160,0.114621945
101169,0.20055631
101181,0.042227738
101186,0.009506192
101190,0.032549374
101193,0.120490134
101194,0.09579341
101198,0.09339288
101200,0.020658163
101204,0.013835026
101211,0.056938495
101213,0.03781158
101223,0.024441764
101225,0.1569154
101237,0.083381735
101243,0.09043391
101244,0.09442531
101258,0.03223372
101259,0.09818168
101268,0.1340917
101269,0.0454132
101271,0.028404098
101279,0.047565766
101281,0.23932938
101287,0.046789654
101292,0.023784667
101294,0.030443363
101296,0.07647013
101297,0.009800321
101299,0.032917358
101301,0.038546517
101305,0.07335433
101308,0.28721637
101318,0.011104117
101327,0.22204703
101329,0.009365667
101332,0.04703368
101337,0.027929
101343,0.03879669
101345,0.014976496
101346,0.010335471
101353,0.021558939
101354,0.070284545
101355,0.1676823
101356,0.029076774
