SK_ID_CURR,TARGET
100001,0.03942947
100005,0.11808725
100013,0.024394996
100028,0.032578856
100038,0.13020308
100042,0.049379073
100057,0.010953314
100065,0.018459998
100066,0.011276553
100067,0.15741007
100074,0.044230722
100090,0.029188728
100091,0.085914195
100092,0.051563904
100106,0.030166714
100107,0.12862465
100109,0.060107
100117,0.019899068
100128,0.12090732
100141,0.023395827
100150,0.052138675
100168,0.0045982245
100169,0.031743135
100170,0.13848473
100171,0.04047653
100172,0.08878314
100184,0.12808527
100187,0.08941251
100212,0.023019912
100222,0.040005166
100223,0.04225534
100232,0.01017249
100241,0.18257773
100245,0.021095093
100253,0.012155281
100256,0.059241865
100271,0.006844102
100278,0.23982567
100280,0.010271859
100306,0.16298503
100311,0.05639133
100312,0.024165327
100330,0.045315146
100331,0.019703705
100352,0.1359269
100358,0.11265267
100367,0.019832151
100382,0.10240501
100384,0.08692381
100385,0.056318384
100386,0.028165888
100399,0.017498314
100404,0.026012724
100416,0.022189358
100422,0.037848767
100426,0.019077808
100438,0.03093989
100444,0.12599625
100445,0.08246366
100446,0.057756737
100447,0.022843296
100450,0.092615426
100466,0.01736288
100483,0.019169005
100484,0.010878197
100494,0.05298055
100510,0.18699908
100512,0.014755771
100517,0.020883601
100548,0.017533
100551,0.043675326
100552,0.0888382
100553,0.02013611
100561,0.13080563
100568,0.32073414
100569,0.023797918
100591,0.066100284
100592,0.04668499
100602,0.0391564
100607,0.06611555
100613,0.03725651
100617,0.10285712
100618,0.10533421
100622,0.036940396
100625,0.09468604
100677,0.10852415
100699,0.05240645
100702,0.3655833
100711,0.02816458
100729,0.06562544
100740,0.22285312
100744,0.13604568
100745,0.029287888
100747,0.093212664
100751,0.27279526
100752,0.037393145
100753,0.1709477
100754,0.3124861
100760,0.023878599
100762,0.12721285
100763,0.02546677
100765,0.015347454
100770,0.069702186
100772,0.027976526
100777,0.014078292
100791,0.020589773
100792,0.008276805
100797,0.029642195
100823,0.042247366
100826,0.030307936
100830,0.010359842
100836,0.15874204
100872,0.03891292
100910,0.04689475
100913,0.11978436
100918,0.021329988
100931,0.007985425
100952,0.019629207
100953,0.014407286
100965,0.10334102
100970,0.021439048
100982,0.14194125
100983,0.48420498
100984,0.040607236
100987,0.05607094
100997,0.041382223
100998,0.14512719
101002,0.04845075
101005,0.14905176
101008,0.19917203
101020,0.06592166
101021,0.08011547
101024,0.041692063
101025,0.42504779
101026,0.044289608
101031,0.0119952625
101041,0.011481156
101051,0.0067754406
101055,0.05600427
101056,0.23983651
101057,0.019231053
101064,0.018694382
101079,0.095916726
101087,0.0062531806
101090,0.025860025
101092,0.053539272
101097,0.12223481
101099,0.008523629
101107,0.19390488
101118,0.05072736
101125,0.056031127
101126,0.009184599
101128,0.009859706
101136,0.06652261
101140,0.098114386
101149,0.08407018
101160,0.1124379
101169,0.18714528
101181,0.066361345
101186,0.007453433
101190,0.034373365
101193,0.08180232
101194,0.07939025
101198,0.08683187
101200,0.033969697
101204,0.012534422
101211,0.05455676
101213,0.034449782
101223,0.02532488
101225,0.09165927
101237,0.069293715
101243,0.07999523
101244,0.119122945
101258,0.030481577
101259,0.10203858
101268,0.122114904
101269,0.05019571
101271,0.027376
101279,0.038546786
101281,0.20045726
101287,0.06831282
101292,0.020932144
101294,0.034789883
101296,0.07514549
101297,0.008959167
101299,0.04520953
101301,0.034271363
101305,0.048309725
101308,0.29376805
101318,0.011315866
101327,0.25207233
101329,0.012845946
101332,0.06445594
101337,0.026972566
101343,0.03702485
101345,0.015615558
101346,0.0065300306
101353,0.01878205
101354,0.072750606
101355,0.11191745
101356,0.029642358
101362,0.069531456
101363,0.32371512
101365,0.012823918
101366,0.08268502
101367,0.16311498
101368,0.017481493
101374,0.10075111
101380,0.0133425435
101383,0.08308552
101398,0.013311143
101399,0.2191631
101401,0.17273438
101412,0.077536635
101426,0.035639722
101427,0.46449238
101428,0.06497881
101429,0.0917305
101434,0.035715435
101440,0.14424859
101448,0.12383909
101449,0.022994628
101465,0.07573604
101467,0.029044464
101472,0.03558719
101478,0.18887864
101497,0.07144186
101504,0.1304168
101547,0.013257585
101548,0.09956623
101555,0.08728183
101570,0.024997368
101572,0.047397833
101578,0.027278626
101580,0.10437061
101588,0.124516085
101602,0.035514567
101610,0.17701064
101614,0.040485382
101616,0.017984333
101643,0.0777334
101644,0.044005718
101649,0.044026334
101650,0.04556623
101665,0.011235668
101667,0.10335678
101669,0.12821928
101674,0.075414345
101675,0.010802208
101678,0.08427139
101682,0.039519057
101686,0.026676435
101697,0.20624247
101700,0.305521
101711,0.023838552
101714,0.029605139
101715,0.2751699
101728,0.017183505
101732,0.08348987
101757,0.09084361
101758,0.031180333
101759,0.108538
101762,0.017678399
101764,0.04059795
101780,0.33403555
101784,0.010816714
101789,0.011977994
101816,0.08482487
101819,0.037089206
101827,0.0075359843
101863,0.03744105
101867,0.02301138
101870,0.013622873
101873,0.18305106
101878,0.056432422
101879,0.076197974
101880,0.027606197
101887,0.04170913
101897,0.027071418
101901,0.15330411
101903,0.2151728
101920,0.036855515
101921,0.025253797
101922,0.11987441
101961,0.16840631
101962,0.0048130904
101971,0.025388226
101976,0.23745914
102002,0.15136658
102005,0.016227564
102007,0.37653983
102017,0.016995128
102019,0.14690137
102029,0.009810827
102051,0.23237178
102052,0.0059548104
102054,0.019339278
102062,0.049095985
102067,0.1285597
102068,0.10440569
102070,0.04575715
102090,0.07755905
102092,0.02251662
102099,0.06814024
102100,0.020980582
102112,0.13706116
102113,0.026385518
